keyword,title,description,originallink,link,pubDate
머꼬보꼬,홍삼 넣지 않은 ‘가짜 홍삼캔디’ 무더기 적발,"적발된 제품은 △고려홍삼캔디 등 3종(고려식품) △홍삼캔디(머꼬보꼬) △고려홍삼감귤캔디 등 3종... 대전 동구 소재 (주)머꼬보꼬 대표 김모씨(남,50세)는 ‘홍삼캔디’ 제품에 홍삼농축액을 전혀 넣지 않고... ",http://news.mk.co.kr/news_forward.php?no=580175&year=2010,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=009&aid=0002342149,"Tue, 26 Oct 2010 15:16:00 +0900"
스위티코리아,[단독]'어서와' 빌푸♥韓 아내 스위티-베이비 달달 호칭..PD 서로 배려해 ...,"특히 빌푸는 아내를 스위티라고 부르고, 아내는 빌푸를 베이비라고 부른다고 말해 달달한 신혼부부의... 한편 '어서와 한국은 처음이지?' 빌푸 편은 전국 유료 가구 시청률 3.02%(닐슨 코리아 기준), 전국 가구 최고... ",http://biz.heraldcorp.com/view.php?ud=202011131123365185952_1,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=112&aid=0003365491,"Fri, 13 Nov 2020 11:53:00 +0900"
(합)금천농산,2006. 7월 중 상호출자제한기업집단 등의 소속회사 변동현황,"“(주)한국신문제작이상진신문발행업서울 금천구 가산동 345-88“(주)... 거목농산(주), 효성윈드파워홀딩스(주) (주)인포바다 □ 금융·보험회사: 1 효성캐피탈(주) 37 현대오일뱅크 2 □ 비금융·보험회사: 2 (주)코슨... ",,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=123&oid=187&aid=0000000085,"Wed, 02 Aug 2006 14:32:00 +0900"
한스코리아,"[유통가 투데이] 이베이코리아, 패션 브랜드 거래액 11배 상승(11월18일)",이베이코리아는 패션 브랜드 파트너사 거래액이 3분기 최대 11배 급증했다고 밝혔다. 올해 새롭게 전략적... 델리카한스의 크리스마스 케이크 1개와 롯데호텔 서울 레스토랑에서 자유롭게 이용할 수 있는 상품권(5만원)... ,http://it.chosun.com/site/data/html_dir/2020/11/18/2020111802031.html,http://it.chosun.com/site/data/html_dir/2020/11/18/2020111802031.html,"Wed, 18 Nov 2020 15:55:00 +0900"
송림제과,대단지 배후수요 '송림 파크 푸르지오' 상가 분양,"인천도시공사가 인천 동구 송림동에 ‘송림 파크 푸르지오’ 상업 시설을 공급한다. ‘송림 파크... 이곳 상가에는 편의점, 뷰티숍, 분식, 제과점, 음식점, 카페, 학원 등 다양한 업종이 입점할 수 있을 전망이다. 업계... ",http://realty.chosun.com/site/data/html_dir/2020/10/21/2020102101340.html,http://realty.chosun.com/site/data/html_dir/2020/10/21/2020102101340.html,"Wed, 21 Oct 2020 11:56:00 +0900"
뉴그린식품,"이병호 at 사장, '뉴노멀 시대의 지속가능한 농업' 특강","한국농수산식품유통공사(at) 사장은 지난 19일 코로나 19로 인해 온라인 배송을 필두로 농산물 유통분야에... 뉴딜, 그린 뉴딜, 휴먼뉴딜로써 이중에서 그린 뉴딜은 농업농촌에 혁신을 통한 지속가능성을 확보하게 하는... ",http://www.jeonmin.co.kr/news/articleView.html?idxno=321436,http://www.jeonmin.co.kr/news/articleView.html?idxno=321436,"Thu, 19 Nov 2020 22:05:00 +0900"
가야곡식품,"농식품부, '2020년 대한민국 식품명인' 지정 추진","실시하고, 식품산업진흥심의회의 심의를 거쳐 12월에 최종 지정할 예정이다. 한편 대전·세종·충남지역의 명인으로는 제2호 충남 금산의 금산 인삼주 명인, 13호 가야곡왕주 남상란 명인. 15호 당진 면천두견주 박승규... ",http://www.joongdo.co.kr/web/view.php?key=20200623010007702,http://www.joongdo.co.kr/web/view.php?key=20200623010007702,"Tue, 23 Jun 2020 11:00:00 +0900"
영심,"70~80년대생에겐 영심이, 90년대생에겐 '반올림' 옥림이","하니’, ‘영심이’를 제외하자면 ‘반올림’의 이옥림(고아라)은 정말 보기 드문 여중생 주인공이다. 그러나 하니는 엄마 잃은 슬픔이 너무 큰 악바리라 현실의 중학생과는 거리가 있었고, 영심이는 너무 짧게 우리를... ",http://www.bizhankook.com/article/20817,http://www.bizhankook.com/article/20817,"Wed, 21 Oct 2020 17:25:00 +0900"
정일제과,식약청 ‘멜라민 의혹’ 공개하고도 뭇매,"해태제과식품(주)청주공장 / GRIFFITH LABORATORIES CHINA COMPANY LTD △고소한 쌀과자... △냉동 오리 훈제 / 에스더블유푸드(주), 정일식품 / HENAN HUANGCHUAN HUAYING POULTRY CORP-MEAT PRODUC... ",http://www.dailian.co.kr/news/n_view.html?id=127728&sc=naver&kind=menu_code&keys=3,http://www.dailian.co.kr/news/n_view.html?id=127728&sc=naver&kind=menu_code&keys=3,"Sun, 28 Sep 2008 11:15:00 +0900"
청기와집식품,아시아 선도하는 스마트 HACCP!,"시상식에서 한국식품안전관리인증원장표창에는 청기와집식품 등 식품가공업체, 축산가공업체, 유통가공업체, 농장, 사료업체, 안전관리 통합인증분야별 기관대표 20명 이 상을 받았다. 올해로 세 번째를 맞는 이번... ",http://www.hortitimes.com/news/articleView.html?idxno=23164,http://www.hortitimes.com/news/articleView.html?idxno=23164,"Thu, 05 Dec 2019 14:14:00 +0900"
지리산홍화인,지리산골 청정 함양 농식품 널리 알렸죠,"함양군 베트남시장개척단은 박호영 농산물유통과장을 단장으로 지산식품, 지리산마천농협, 우리가, 함양농협가공사업소, 하얀햇살, 화신영농조합법인, 인산죽염, 운림농원, 지리산홍화인... ",http://www.gnmaeil.com/news/articleView.html?idxno=432005,http://www.gnmaeil.com/news/articleView.html?idxno=432005,"Mon, 11 Nov 2019 22:53:00 +0900"
티엔푸드,포천시 메디푸드 중국수출 ‘청신호’,"사진제공=포천시 오메가3가 함유된 축산물인 포천시 메디푸드가 하이청시 공무원과 기업인 사이에서 비상한... ‘구웨이티엔농업유한개발공사’, 현재 건설 중인 석탄발전소, 태곡현 산서지구... ",http://www.fnnews.com/news/201908101208241071,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=014&aid=0004275315,"Sat, 10 Aug 2019 12:14:00 +0900"
칠갑산주조,"국세청, 기술연구소 설립 100주년…다양한 행사 개최","충남 서천) ▶칠갑산주조㈜(윤종림. 구기주, 참송이주. 충남 청양) ▶유피시스템(주)금산인삼주지점(김창수. 금산인삼주, 명인홍삼주. 충남 금산) ▶지리산산수유영농조합법인(손순길. 지리산산수유. 전남 구례)... ",http://www.taxtimes.co.kr/hous01.htm?r_id=133998,http://www.taxtimes.co.kr/hous01.htm?r_id=133998,"Wed, 28 Oct 2009 20:05:00 +0900"
제주막걸리,野 막걸리 회동...오세훈 “우릴 너무 폄하” 김종인 “분발하라”,"서울시장 후보군과 ‘막걸리 회동’ 국민의힘 김종인 비상대책위원장은 2일 서울 지역 전·현직 중진들과의... 국민의힘 소속인 오세훈 전 서울시장, 황교안 전 대표, 원희룡 제주지사, 유승민 전 의원, 주호영 원내대표... ",https://www.chosun.com/politics/assembly/2020/11/03/6IDBFKJLDNFGHPPMK7GK56B5UM/?utm_source=naver&utm_medium=original&utm_campaign=news,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=023&aid=0003573181,"Tue, 03 Nov 2020 03:01:00 +0900"
미가원,"장흥군 ㈜미가원, 국제구호기구와 교류협약 체결","㈜미가원(대표 김광곤)은 지난 1일 비영리 정부법인 민간단체 국제구호기구(회장 이진우)와 교류 및 지역사회 복지증진을 위한 업무협약(MOU)을 체결했다.  미가원~국제구호기구, 교류 및 지역사회 복지증진 위한 MOU 체결... ",http://view.asiae.co.kr/news/view.htm?idxno=2015120609041592866,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0003640732,"Sun, 06 Dec 2015 09:05:00 +0900"
오케이에프,알로에 음료 165개국 수출한 오케이에프…성공 비결은 KOTRA와 협업,165개국에 수출하며 세계 알로에 음료시장의 76%를 점유하고 있는 오케이에프가 주인공이다. 21일 서울 논현동 본사에서 만난 이상신 오케이에프 회장(사진)은 “대표 브랜드인 ‘알로에 베라킹’이 탄생하기까지는... ,https://www.hankyung.com/economy/article/2019112140011,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004245352,"Thu, 21 Nov 2019 17:58:00 +0900"
오성주조장,휠체어 타고 레트로 감성여행 '서천 판교마을',판교역에서 500m쯤 가면 오성 초등학교를 지나 첫 번째 스탬프를 찍을 고석주 선생 기념공원이다. 고석주... 골목이라고 할 것도 없이 몇 발짝만 가면 동일주조장이다. 동일주조장은 2000년도 까지 술을 만들던 공장이다.... ,http://www.ablenews.co.kr/News/NewsContent.aspx?CategoryCode=0006&amp;NewsCode=000620200521002413185855,http://www.ablenews.co.kr/News/NewsContent.aspx?CategoryCode=0006&amp;NewsCode=000620200521002413185855,"Fri, 22 May 2020 09:44:00 +0900"
장인한과,"‘장인, 장모 고향이 전북’, ‘전주시장과 한문 이름까지 똑같아’","◇‘장인은 정읍, 장모는 임실 출신’ 김병민 국민의힘 비대위원은 전북동행 국회의원 제2지역구 지정이... 그러면서 “새만금은 국민의 한과 염원이 서려있는 곳이다. 활성화가 되면 전북이 대한민국의 중심지가 될 것”... ",https://www.news1.kr/articles/?4103210,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004959837,"Thu, 29 Oct 2020 18:37:00 +0900"
대흥식품,가을에 더 살찐다… NO 설탕 촉각 세운 식품업계,━ 무설탕 발효잼으로 건강한 간식 드세요 ━ 대흥식품은 경북농업기술원과 경북대학교 미생물학과와 협업해 조청을 베이스로 하고 농산물 농축 시럽을 첨가한 무설탕 발효잼 브랜드 '베러댄슈가'(Better than sugar)를... ,http://moneys.mt.co.kr/news/mwView.php?no=2020101508358068193,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000605134,"Thu, 15 Oct 2020 08:58:00 +0900"
영동대벤처식품,"'와인박사' 영동대 육철 교수, 제자 위해 9천만원 쾌척",1996년부터 영동대에서 와인·발효 분야를 연구해온 육 교수는 1999년 충북지역 첫번째 대학 벤처기업인 '영동대 벤처식품'을 설립한 주인공이다. 포도 주산지인 영동군과 함께 포도·와인분야 '프로 농사꾼'을 육성하기... ,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20160615037500064&did=1195m,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0008472922,"Wed, 15 Jun 2016 08:56:00 +0900"
천하식품,건강한 서울 이미지 더한 천하장사 닭가슴살 소시지 [서울 감성 플랫폼 서울메...,"진주햄은 서울메이드와 손잡고 출시한 건강하닭이 다이어트, 운동, 단백질 보충을 원하는 소비자들의 건강유지에 일조하는 식품이라는 것을 강조하고 있다. 향후에도 진주햄은 서울메이드와 협업을 통해 천하장사... ",http://www.fnnews.com/news/202011191752590837,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004532103,"Thu, 19 Nov 2020 17:54:00 +0900"
배혜정도가,"배혜정도가, 쌀과 사과로 상큼·새콤 사과 전통주 출시","㈜배혜정도가는 농림축산식품부의 고부가가치 식품기술개발 사업의 주관기관으로 유해물질을 저감시키는 발효, 증류, 숙성기술을 개발하였다고 밝혔다. 개발 한 증류주 제조기술을 ㈜배혜정농업회사법인에 이전하여... ",http://www.ksilbo.co.kr/news/articleView.html?idxno=779159,http://www.ksilbo.co.kr/news/articleView.html?idxno=779159,"Tue, 17 Nov 2020 15:44:00 +0900"
세진병과,하동 수해 이재민에 전국에서 성금품 기부 '봇물',"창원 세진이앤시에서 각 1000만원, 부산 서융과 하동 세진종합건설에서도 각 500만원을 기탁했다.... 2000병과 500㎖ 생수 8000병, SK텔레콤 500㎖ 생수 10상자, 하동군장학재단 2ℓ 생수 4800병과 500㎖ 생수 3000병... ",https://www.news1.kr/articles/?4024110,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004809833,"Wed, 12 Aug 2020 13:39:00 +0900"
고향식품,아브라함의 고향 우르파가 던진 질문,"피클은 터키 메소포타미아 지역에 머문 지 3개월 만에 새삼 발견한 기호식품이다. 전문가들은 식초를 사용한... 원조의 운명이 그러하듯, 이라크나 이란에도 아브라함 고향으로 불리는 도시들이 있다. 넓게 보면 우르파는... ",http://weekly.chosun.com/client/news/viw.asp?nNewsNumb=002633100020&ctcd=C09,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=053&aid=0000028217,"Mon, 16 Nov 2020 16:36:00 +0900"
우성식품,"김수출협회, 신임회장에 양태용 영신식품 대표 선출","양 신임 회장은 경남 함양 출신으로 제주대 증식학과를 졸업하고 삼진물산, 우성식품 등을 거쳐 영신식품에 입사해 전무, 대표를 역임하며, 김수출협회 총무·총무이사·부회장 등으로 활동했다. 또 양 신임 회장은... ",http://www.hdhy.co.kr/news/articleView.html?idxno=13353,http://www.hdhy.co.kr/news/articleView.html?idxno=13353,"Wed, 04 Nov 2020 17:20:00 +0900"
효림원농산,안동 하회마을종합식품 최종 부도,"서모(67)씨가 사주로 있는 효림원 그룹은 두부와 콩, 수산가공식품, 마 관련 제품 생산을 전문으로 하는 ㈜하회마을종합식품을 모기업으로, 식품유통기업 ㈜효림원(대구), 곡물가공전문 ㈜효림원 농산(영천), 식당... ",http://www.kbmaeil.com/news/articleView.html?idxno=273889,http://www.kbmaeil.com/news/articleView.html?idxno=273889,"Wed, 19 Dec 2012 00:16:00 +0900"
대현인터내셔널,"신세계百, '영캐주얼 5대 그룹 패밀리 대전' 진행","세일 참여율 가장 저조한 4월, 협력회사 재고 부담 덜기 위해 사전 기획 SI·아이올리·대현·시선인터내셔널 등 5개사 18개 브랜드 최대 80% 할인 [신세계가 영캐주얼 의류 5개사와 손잡고 ‘영캐주얼 5대 그룹 패밀리... ",http://view.asiae.co.kr/news/view.htm?idxno=2015040117132771698,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003468291,"Thu, 02 Apr 2015 06:00:00 +0900"
제일제과,[빅데이터투데이] 식품 상장기업 2020년 11월 브랜드평판 분석... 1위 오리온...,"2020년 11월 식품 상장기업 브랜드평판 30위 순위는 오리온, CJ제일제당, 교촌에프앤비, 오뚜기, 농심, 동서, 대상, 풀무원, 하림, 빙그레, 이지바이오, 롯데제과, 삼양식품, 매일유업, SPC삼립, 보락, 사조씨푸드... ",http://www.fntoday.co.kr/news/articleView.html?idxno=240700,http://www.fntoday.co.kr/news/articleView.html?idxno=240700,"Fri, 20 Nov 2020 09:34:00 +0900"
사곡양조원,공주시 사곡면과 세종시 보람동 초청해 교류행사 가져,"간담회를 마친 후 참석자들은 국가민방위 재난안전교육원중앙소방학교 방문과 알밤줍기 체험, 사곡양조원의 알밤 막걸리 시음 등 사곡면의 특성을 반영한 다양한 프로그램을 즐겼다. 오영화 이장협의회장은 사곡면과... ",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1388843,http://www.daejonilbo.com/news/newsitem.asp?pk_no=1388843,"Thu, 26 Sep 2019 11:50:00 +0900"
이지온코리아,"바이엘코리아, 화상 컨설팅 솔루션 '이지온' 오픈","이에 바이엘코리아는 이지온에 가입한 의료진에게 항응고 치료와 관련한 최신 의학 정보를 제공하고, 화상 기반의 플랫폼으로 원하는 시간에 전문 상담 간호사와 쌍방향 커뮤니케이션을 할 수 있는 전문적인 컨설팅을... ",http://www.docdocdoc.co.kr/news/articleView.html?idxno=1078293,http://www.docdocdoc.co.kr/news/articleView.html?idxno=1078293,"Mon, 09 Mar 2020 13:02:00 +0900"
신정식품,"(주)신정시장 상인회, 신정 119안전센터에 사랑의 꾸러미식품 세트 전달",신정시장 상인회(회장 손병길)는 코로나19로 인해 힘든 방역활동과 지역 응급한자 수송에 애쓰신 지역안전 지킴이 신정 119안전센터에 사랑의 꾸러미식품 세트를 전달하였다.,http://www.ksilbo.co.kr/news/articleView.html?idxno=768527,http://www.ksilbo.co.kr/news/articleView.html?idxno=768527,"Mon, 27 Jul 2020 19:20:00 +0900"
상원식품,"신종 코로나 여파, 中 제품 문제없나?…美 상원의원 FDA에 확인요청",성재준 바이오전문기자 = 중국에서 창궐한 '신종 코로나바이러스 감염증(우한폐렴)'과 관련해 미국 상원의원들이 미국 식품의약국(FDA)에 서한을 보내 중국 수입 의약품 등에 대한 안전 및 수급 문제 확인을 요구했다.... ,http://news1.kr/articles/?3836844,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=421&aid=0004451115,"Sat, 08 Feb 2020 05:00:00 +0900"
이슬나라,이슬과 기회,"'인생은 달리는 흰 망아지의 모습을 문틈으로 보는 것과 같다(인생여백구과극, 人生如白駒過隙)'는 삼국시대 촉나라 장군 강유의 말 역시 인생을 이슬 같은 순간에 비유한 것이다. 이처럼 순식간에 흔적도 없이 사라지는 게... ",http://www.jbnews.com/news/articleView.html?idxno=1313861,http://www.jbnews.com/news/articleView.html?idxno=1313861,"Tue, 10 Nov 2020 18:11:00 +0900"
아세아유통,[공시요정]주가관리 들어간 아세아…자사주취득 결정,주식시장에 유통되는 주식수가 줄어듦. 공급이 줄면 주가가 상승할 수 있음. '자사주매입=주가부양' 효과로 받아들이는 이유임. 당연히 회사의 자사주취득 소식은 주주들에게 호재로 여겨짐. 아세아는 이번 자사주... ,http://news.bizwatch.co.kr/article/industry/2020/11/09/0008/naver,http://news.bizwatch.co.kr/article/industry/2020/11/09/0008/naver,"Tue, 10 Nov 2020 09:00:00 +0900"
양지제과,코로나19 신규 확진자 51명...이마트24 양지 물류센터 폐쇄,"최근 쿠팡과 롯데제과 물류센터에서 확진자가 발생해 확산 우려가 컸는데, 이번에는 이마트24 양지 물류센터에서 나왔다고요? [기자] 이마트24 양지 물류센터에서 코로나19 확진자가 발생했습니다. '이마트24' 측은... ",https://www.ytn.co.kr/_ln/0103_202006271048330159,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001457824,"Sat, 27 Jun 2020 10:48:00 +0900"
길진인터내셔날,"길진인터내셔날, 60여 종류 설 선물세트 선봬",와인수입사 길진인터내셔날이 설 명절을 맞아 60여 종류의 선물세트를 선보였다. 와인 명절 선물은 그 인기가 날로 높아지고 있지만 와인은 그 종류와 가격대가 워낙 다양해 상대방의 취향에 맞는 와인 선물을 고르기... ,http://sports.chosun.com/news/ntype.htm?id=201502060100069290004048&servicedate=20150205,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=076&aid=0002677459,"Thu, 05 Feb 2015 17:22:00 +0900"
백제금산인삼협동조합,[조합장선거] 충남 당선자 명단,정만교 △ 백제금산인삼협동조합 강상묵 △ 부여군산림조합 정우성 서천 [서천 지역 조합장 당선자] △ 동서천농업협동조합 이정복 △ 서서천농업협동조합 임경환 △ 서천농업협동조합 박언순 △ 장항농업협동조합... ,http://www.ccnnews.co.kr/news/articleView.html?idxno=141458,http://www.ccnnews.co.kr/news/articleView.html?idxno=141458,"Thu, 14 Mar 2019 01:28:00 +0900"
케이와이식품,"건강식품 전문 브랜드 케이와이바이오, '벤처기업인증' 획득",건강식품 전문 브랜드 '뉴트리 맥스'를 운영중인 케이와이바이오가 '벤처기업 인증'을 획득했다고 밝혔다. '벤처기업 인증'은 벤처기업 육성에 관한 특별 조치법에 의한 기술 및 경영혁신에 관한 능력이 우수한 중소기업 중... ,http://www.datanet.co.kr/news/articleView.html?idxno=114486,http://www.datanet.co.kr/news/articleView.html?idxno=114486,"Mon, 04 Sep 2017 18:18:00 +0900"
광릉도가,숲속 걸으며 지쳐있는 마음 치유해요...조선왕릉 숲길 12.25km 확대 개방,"남양주의 광릉도 금천교부터 정자각까지의 250m와 사릉의 홍살문부터 양묘장까지의 600m가 산책로로 개방될 예정이다. 서울 태릉와 강릉을 잇는 1.8km의 숲길과 의릉 산불초소부터 천장산까지의 600m, 파주 장릉 능침... ",http://www.mhns.co.kr/news/articleView.html?idxno=207376,http://www.mhns.co.kr/news/articleView.html?idxno=207376,"Thu, 09 May 2019 12:04:00 +0900"
농업회사법인 신안메이드,신안ㆍ화순ㆍ장성 등에 기업 5곳 200억 투자,협약에 따라 농업회사법인 신안메이드는 본점을 경기 파주에서 전국 최대 천일염 산지인 신안으로 이전하고 60억원을 투자해 고기능성 나노가공기 등을 갖춘 천일염 가공 설비를 구축한다. 삼한스포츠는 화순군... ,,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0005372537,"Tue, 15 Nov 2011 14:42:00 +0900"
남향푸드또띠아,최고급 또띠아 만들어 '맛 있는 기부'이어갈 겁니다,"이군신 남향푸드또띠아 대표이사는 한국에서 최초로 또띠아를 생산한 사람이다. 이군신 대표이사는 기계설비 관련 제조업을 하며, 사업 때문에 해외 출장을 종종 다니고는 했었다. 해외 출장으로 미국에서 우연히 맛보게... ",http://news.kbiz.or.kr/news/articleView.html?idxno=68308,http://news.kbiz.or.kr/news/articleView.html?idxno=68308,"Mon, 08 Jun 2020 11:50:00 +0900"
계성식품,삼립식품_오메가 밸런스 달걀 출시,"생산은 청정지역인 강원도 삼척시에 위치한 계성양계영농조합과 농업회사법인 ㈜계성에서 맡는다. 삼립식품 관계자는 오메가 밸런스 달걀은 우유, 요거트에 이어 서울대와 산학협력으로 이뤄낸 세 번째 작품으로... ",http://sports.chosun.com/news/ntype.htm?id=201411030100022730001087&servicedate=20141103,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=076&aid=0002618569,"Mon, 03 Nov 2014 11:23:00 +0900"
보라종합식품,치료제·백신만큼은 끝 보라…개발 완주 의지 보인 文(종합),끝을 보라고 지시했다. 특히 치료제와 백신 개발에 성공한다면 이번만의 기술 개발로 그치지 않는 것이고... 한국파스퇴르연구소는 지난 2월부터 과학기술정보통신부의 긴급연구자금을 지원받아 미국 식품의약국(FDA)... ,http://www.newsis.com/view/?id=NISX20200409_0000989211&cID=10301&pID=10300,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009807113,"Thu, 09 Apr 2020 17:36:00 +0900"
극동에치팜,"극동에치팜㈜, 예산군에 손 소독제 기탁",예산군보건소는 3일 군수실에서 코로나19 감염 예방을 위해 극동에치팜㈜으로부터 코로나19 감염 예방을 위한 물품으로 손 소독제를 기탁 받았다고 밝혔다. 오가면 소재 기업인 극동에치팜㈜은 코로나19의 슈퍼전파를... ,http://www.joongdo.co.kr/main/view.php?key=20200304010001451,http://www.joongdo.co.kr/main/view.php?key=20200304010001451,"Wed, 04 Mar 2020 09:04:00 +0900"
팔봉산양조장,원더풀 뷰티풀… 럭셔리하게 休~,"033-432-9411 펜션 주변 가볼 만한 곳= 팔봉산 유원지와 밤벌유원지, 남노일강 유원지가 가까이 있고, 워터파크... 시도에는 도촌막걸리를 빚는 북도양조장이 있다. 경남 남해 ‘하이클래스 남해’ ‘동남아式 풀빌라’... ",http://www.munhwa.com/news/view.html?no=20140709010313300240010,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=021&aid=0002203945,"Wed, 09 Jul 2014 14:51:00 +0900"
주식회사송원식품,'98년 단협' 22년째 교섭 중인 송원산업 노사,플라스틱 안정제를 비롯한 화학제품을 제조하는 송원산업 주식회사와 노조가 22년째 단체교섭에서... 25일 화섬식품노조에 따르면 송원산업은 1998년 회사에 노조(현 노조 송원산업지회)가 설립된 이후 현재까지 단 한... ,http://www.labortoday.co.kr/news/articleView.html?idxno=165216,http://www.labortoday.co.kr/news/articleView.html?idxno=165216,"Fri, 26 Jun 2020 08:24:00 +0900"
광주무등산탁주,"광주식약청, 식품안전수준 느끼게 한다","이날 기념식에는 광주 YMCA 이계양 이사장, 외식업 광주지회 윤상현 부장, 식품안전관리인증원 배도권 광주지원장, 광주무등산탁주 이형호 상무, ㈜동식 오인환 대표, 대상순창공장 임병용 공장장, 해태제과 광주공장... ",http://www.bosa.co.kr/news/articleView.html?idxno=2060592,http://www.bosa.co.kr/news/articleView.html?idxno=2060592,"Fri, 12 May 2017 09:28:00 +0900"
풍기인삼협동조합(풍기인삼농협),영주세계풍기인삼엑스포에 2개 조합 협력..집중적인 홍보활동 진행,"영주시 제공 ‘2021영주세계풍기인삼엑스포’ 성공 개최를 위해 영주세계풍기인삼엑스포조직위원회와 풍기인삼농협, 풍기인삼상공인협동조합이 손을 잡는다. 영주세계풍기인삼엑스포조직위원회는 5일... ",http://www.kukinews.com/newsView/kuk202010050115,http://www.kukinews.com/newsView/kuk202010050115,"Mon, 05 Oct 2020 11:13:00 +0900"
고려식품,[365리포트] 씹어야 지방 ‘쏙’… 다이어트 중 액상 식품에 의존 마세요,"하지만 성공적인 몸매관리를 고려한다면 꿀꺽꿀꺽 삼키는 액체음식보다 씹어 먹는 음식이 건강관리에 더... 액상 식품을 마시면 배가 쉽게 부르고 충분히 칼로리를 섭취했지만, 그만큼 빠르게 소화기관을 통과해 금세... ",http://www.kukinews.com/newsView/kuk202011200080,http://www.kukinews.com/newsView/kuk202011200080,"Fri, 20 Nov 2020 10:19:00 +0900"
송학식품,"'대장균 떡볶이' 송학식품, 철분 섞인 떡볶이 팔며 가끔 있는 일",투데이코리아=김성민 기자 | 송학식품(대표 성호정) 떡볶이 제품에서 정제철분이 사용된 선도유지제가 제품에 묻어나와 식품의약품안전처(이하 식약처)가 시정 명령을 내렸다. 12일 소비자가 만든 신문 매체에 따르면... ,http://www.todaykorea.co.kr/news/articleView.html?idxno=279328,http://www.todaykorea.co.kr/news/articleView.html?idxno=279328,"Thu, 12 Nov 2020 18:09:00 +0900"
바른길,"서주원 작가, 인물기행 ‘이낙연의 길’ 출간","‘오직 바른길만이 우리의 생명이다’는 광주학생독립운동의 정신을 담았다. 다섯 번째 장 ‘서울 청운의 길’에서는 ‘상아탑은 진리의 탐구자요, 정의의 수호자다’... ",http://www.breaknews.com/768463,http://www.breaknews.com/768463,"Fri, 20 Nov 2020 15:31:00 +0900"
노고단식품,"[ESC] 배워 보자, ‘묵 선수’들이 알려주는 요리법",올해 일흔이 훌쩍 넘은 그의 손맛을 아들 강상길씨 부부가 1994년께 노고단식품(남원시 조산동)을 설립하면서 이었다. 2003년께 현재 노고단식품 유통사업부 대표인 고재민(47)씨가 합류하면서 전통방식으로 생산하던... ,http://www.hani.co.kr/arti/specialsection/esc_section/950871.html,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=028&aid=0002502526,"Thu, 25 Jun 2020 10:08:00 +0900"
농업회사법인송광매원,칠곡군 농업인 '경사났네',기산면 죽전리 농업회사법인 (주)송광매원은 지난 2000년부터 토종매실의 연구를 통한 재배기술 보급과 매실 가공기술 개발을 통한 다양한 제품개발 등을 인정받아 지난 2005년 농림식품부로부터 신지식인으로 선정됐다.... ,http://www.kyongbuk.co.kr/main/news/news_content.php?id=517852&news_area=080&news_divide=&news_local=24&effect=4,http://www.kyongbuk.co.kr/main/news/news_content.php?id=517852&news_area=080&news_divide=&news_local=24&effect=4,"Mon, 06 Dec 2010 08:50:00 +0900"
세양식품,“신뢰가 회사를 성장시킵니다”,종합식품회사로서 세양의 도약을 꿈꾸고 있다는 노 대표는 “단백질 덩어리인 계란을 가지고 다양한 가공식품을 선보이는 1등 계란 업체가 되기 위해 노력할 것”이라며 “안전하고 신선한 제품을 저렴한 가격에 섭취할... ,http://www.womennews.co.kr/news/143184,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=310&aid=0000067287,"Tue, 17 Jul 2018 15:36:00 +0900"
